gameId,name
1094,Strategy Games
1098,Thematic Games
1099,Children's Games|Family Games
1101,Family Games
1107,Strategy Games
1111,Party Games
1115,Strategy Games
1116,Family Games
1117,Family Games
1125,Family Games|Strategy Games
1126,Thematic Games
1129,Abstract Games
1137,Family Games
1139,Children's Games
1142,Abstract Games
1143,Strategy Games|Thematic Games|Wargames
1144,Thematic Games
1145,Thematic Games
1149,Thematic Games
1150,Family Games
1152,Thematic Games
1154,Abstract Games
1155,Strategy Games
1157,Family Games|Thematic Games
1158,Wargames
1159,Family Games|Strategy Games
1163,Family Games|Party Games
1169,Children's Games
1170,Children's Games
1177,Children's Games
1187,Strategy Games|Wargames
1188,Thematic Games
1189,Wargames
1190,Abstract Games
1194,Strategy Games
1195,Wargames
1197,Family Games
1198,Abstract Games|Family Games
1199,Children's Games
1201,Children's Games
1202,Family Games|Thematic Games
1206,Strategy Games
1208,Strategy Games
1209,Strategy Games|Wargames
1210,Thematic Games
1211,Children's Games
1212,Thematic Games
1213,Thematic Games
1215,Children's Games
1216,Children's Games
1217,Children's Games
1218,Children's Games
1219,Family Games
1220,Children's Games
1221,Children's Games
1223,Children's Games
1226,Abstract Games
1227,Abstract Games
1228,Abstract Games|Wargames
1231,Family Games|Party Games
1233,Family Games|Party Games
1234,Family Games|Thematic Games
1235,Family Games
1236,Children's Games
1237,Family Games
1238,Abstract Games
1241,Abstract Games|Wargames
1244,Abstract Games
1245,Abstract Games
1246,Wargames
1249,Abstract Games
1250,Thematic Games
1251,Strategy Games
1252,Abstract Games
1253,Family Games
1254,Party Games
1255,Family Games
1257,Family Games
1258,Family Games
1260,Family Games
1261,Abstract Games|Strategy Games
1262,Wargames
1263,Family Games
1265,Family Games|Strategy Games
1267,Children's Games
1269,Family Games
1270,Customizable Games
1275,Family Games|Thematic Games
1277,Abstract Games
1289,Abstract Games
1290,Abstract Games
1291,Abstract Games
1293,Family Games
1294,Family Games
1295,Abstract Games
1297,Family Games|Party Games
1298,Family Games
1299,Family Games|Party Games
1301,Customizable Games
1302,Family Games|Party Games
1303,Children's Games
1304,Strategy Games|Thematic Games
1309,Strategy Games
1310,Family Games
1313,Strategy Games
1315,Family Games
1318,Children's Games
1319,Children's Games
1321,Children's Games
1322,Children's Games
1323,Wargames
1324,Family Games
1326,Children's Games
1328,Abstract Games
1329,Abstract Games
1333,Family Games
1334,Family Games|Strategy Games
1336,Family Games|Strategy Games
1337,Abstract Games
1338,Strategy Games
1339,Family Games|Thematic Games
1345,Strategy Games
1347,Wargames
1350,Strategy Games
1353,Party Games
1355,Children's Games
1358,Wargames
1361,Family Games
1362,Family Games|Party Games
1365,Abstract Games
1367,Strategy Games
1368,Abstract Games
1369,Wargames
1370,Family Games
1371,Wargames
1372,Wargames
1373,Wargames
1375,Wargames
1376,Family Games
1379,Abstract Games
1380,Family Games|Strategy Games
1381,Family Games
1382,Family Games
1383,Family Games
1387,Family Games
1397,Children's Games
1398,Strategy Games
1403,Family Games
1405,Strategy Games
1406,Family Games
1407,Abstract Games
1408,Thematic Games|Wargames
1410,Children's Games
1412,Family Games
1413,Wargames
1416,Abstract Games
1417,Family Games
1419,Abstract Games
1420,Family Games
1421,Thematic Games|Wargames
1422,Family Games
1423,Wargames
1425,Wargames
1426,Family Games
1427,Abstract Games
1430,Wargames
1431,Wargames
1435,Strategy Games
1438,Abstract Games
1439,Children's Games
1442,Wargames
1444,Wargames
1445,Family Games
1447,Strategy Games
1448,Family Games|Strategy Games
1449,Abstract Games
1452,Abstract Games|Family Games
1454,Abstract Games|Children's Games
1459,Family Games
1463,Family Games
1465,Family Games
1467,Thematic Games
1468,Party Games
1472,Family Games
1473,Wargames
1474,Family Games
1475,Family Games
1477,Strategy Games|Wargames
1478,Wargames
1479,Abstract Games
1480,Strategy Games|Wargames
1484,Family Games
1485,Abstract Games
1487,Family Games
1489,Family Games|Thematic Games
1491,Strategy Games
1492,Abstract Games
1493,Strategy Games
1494,Family Games
1496,Wargames
1497,Customizable Games|Thematic Games
1498,Strategy Games|Thematic Games
1499,Wargames
1501,Family Games
1502,Family Games
1503,Wargames
1506,Strategy Games|Wargames
1507,Abstract Games
1508,Wargames
1509,Wargames
1510,Thematic Games
1511,Strategy Games|Thematic Games
1512,Abstract Games|Wargames
1513,Strategy Games
1514,Abstract Games
1515,Family Games
1516,Strategy Games|Thematic Games
1517,Customizable Games
1519,Customizable Games
1520,Abstract Games
1521,Wargames
1522,Family Games|Thematic Games
1523,Abstract Games
1525,Customizable Games|Wargames
1526,Family Games
1527,Family Games
1529,Abstract Games
1530,Customizable Games
1533,Children's Games|Family Games
1535,Family Games
1536,Family Games|Thematic Games
1538,Children's Games
1539,Abstract Games
1540,Thematic Games|Wargames
1543,Thematic Games
1544,Party Games
1545,Abstract Games|Family Games
1547,Abstract Games
1548,Abstract Games
1549,Family Games
1550,Abstract Games
1551,Family Games|Wargames
1552,Customizable Games
1555,Family Games
1556,Wargames
1558,Thematic Games
1561,Family Games
1563,Wargames
1564,Abstract Games
1565,Family Games
1568,Thematic Games
1569,Strategy Games
1570,Wargames
1571,Strategy Games|Thematic Games
1572,Family Games
1573,Wargames
1574,Wargames
1575,Wargames
1576,Wargames
1577,Strategy Games|Thematic Games
1578,Strategy Games|Thematic Games
1579,Thematic Games
1582,Wargames
1583,Wargames
1585,Wargames
1586,Family Games|Thematic Games
1589,Wargames
1590,Family Games|Strategy Games
1591,Abstract Games
1593,Strategy Games|Thematic Games
1594,Wargames
1595,Children's Games
1596,Abstract Games
1597,Family Games|Strategy Games
1598,Wargames
1599,Wargames
1602,Abstract Games
1604,Family Games
1605,Wargames
1606,Wargames
1607,Children's Games
1608,Wargames
1612,Wargames
1613,Children's Games
1616,Wargames
1618,Wargames
1620,Wargames
1621,Thematic Games
1622,Abstract Games
1627,Customizable Games
1628,Thematic Games|Wargames
1629,Wargames
1631,Thematic Games|Wargames
1633,Strategy Games|Wargames
1634,Thematic Games
1635,Wargames
1638,Abstract Games
1644,Family Games|Thematic Games
1645,Wargames
1649,Wargames
1653,Wargames
1657,Strategy Games
1661,Abstract Games
1662,Wargames
1664,Children's Games
1666,Wargames
1667,Wargames
1668,Wargames
1669,Wargames
1670,Wargames
1671,Wargames
1672,Wargames
1674,Wargames
1676,Thematic Games
1677,Abstract Games
1678,Wargames
1679,Wargames
1681,Wargames
1687,Party Games|Strategy Games
1690,Family Games
1692,Party Games
1693,Strategy Games|Wargames
1694,Wargames
1695,Thematic Games|Wargames
1697,Wargames
1698,Thematic Games
1699,Thematic Games
1700,Wargames
1702,Children's Games
1704,Wargames
1705,Family Games|Party Games
1708,Strategy Games|Wargames
1709,Wargames
1710,Wargames
1711,Wargames
1713,Strategy Games|Wargames
1714,Abstract Games
1716,Wargames
1717,Thematic Games|Wargames
1719,Wargames
1720,Wargames
1721,Strategy Games
1722,Wargames
1723,Wargames
1726,Wargames
1728,Children's Games
1730,Children's Games
1734,Wargames
1735,Abstract Games
1736,Thematic Games
1737,Thematic Games
1739,Thematic Games
1740,Thematic Games
1741,Thematic Games
1743,Thematic Games
1744,Children's Games
1745,Thematic Games
1746,Thematic Games
1748,Party Games
1751,Children's Games|Family Games
1753,Children's Games
1757,Family Games
1758,Thematic Games
1761,Thematic Games
1762,Thematic Games
1767,Thematic Games
1768,Children's Games
1770,Thematic Games
1771,Abstract Games
1772,Wargames
1773,Thematic Games|Wargames
1776,Wargames
1779,Wargames
1780,Thematic Games
1781,Wargames
1782,Wargames
1783,Thematic Games|Wargames
1784,Thematic Games
1786,Wargames
1789,Wargames
1792,Strategy Games|Wargames
1793,Wargames
1794,Thematic Games|Wargames
1795,Wargames
1796,Strategy Games
1797,Family Games
1799,Customizable Games
1800,Customizable Games
1804,Party Games
1806,Children's Games
1813,Abstract Games
1814,Family Games|Party Games
1815,Strategy Games
1816,Abstract Games
1817,Party Games
1820,Customizable Games|Wargames
1821,Wargames
1822,Wargames
1823,Strategy Games
1824,Family Games|Strategy Games
1827,Thematic Games
1829,Wargames
1830,Strategy Games
1831,Strategy Games
1832,Family Games|Thematic Games
1833,Thematic Games
1836,Family Games
1839,Children's Games
1844,Wargames
1855,Party Games
1857,Strategy Games|Wargames
1858,Children's Games
1859,Customizable Games
1860,Customizable Games
1861,Thematic Games
1867,Children's Games
1869,Family Games|Thematic Games
1871,Family Games
1873,Strategy Games|Wargames
1875,Abstract Games
1877,Children's Games|Family Games
1881,Party Games|Thematic Games
1883,Wargames
1887,Customizable Games
1890,Abstract Games
1891,Customizable Games
1893,Abstract Games
1894,Wargames
1895,Wargames
1897,Family Games|Strategy Games
1898,Customizable Games
1899,Children's Games|Family Games
1901,Wargames
1904,Wargames
1913,Abstract Games
1914,Abstract Games
1915,Customizable Games
1916,Abstract Games
1917,Abstract Games|Family Games
1919,Wargames
1923,Party Games
1924,Family Games|Strategy Games
1927,Party Games|Thematic Games
1929,Wargames
1931,Family Games
1932,Family Games
1933,Children's Games|Family Games
1940,Family Games|Thematic Games
1941,Children's Games
1942,Family Games|Strategy Games
1943,Family Games
1945,Wargames
1950,Children's Games|Family Games
1956,Children's Games
1962,Party Games
1964,Strategy Games|Wargames
1966,Strategy Games
1967,Strategy Games|Thematic Games
1968,Strategy Games|Thematic Games
1970,Abstract Games
1973,Children's Games
1977,Family Games
1980,Children's Games
1982,Family Games
1984,Wargames
1986,Family Games
1987,Strategy Games|Wargames
1991,Wargames
1992,Family Games
1993,Abstract Games
1997,Wargames
1998,Children's Games
2001,Children's Games
2002,Children's Games
2003,Abstract Games
2005,Strategy Games
2006,Abstract Games
2025,Thematic Games
2028,Family Games
2030,Children's Games
2033,Children's Games
2038,Abstract Games
2039,Abstract Games
2040,Abstract Games
2043,Abstract Games
2046,Wargames
2047,Family Games
2048,Children's Games
2054,Abstract Games
2056,Abstract Games
2058,Strategy Games
2060,Family Games
2061,Wargames
2063,Strategy Games|Thematic Games
2065,Abstract Games
2072,Wargames
2073,Wargames
2076,Wargames
2077,Wargames
2078,Wargames
2079,Wargames
2080,Wargames
2081,Wargames
2082,Wargames
2083,Abstract Games
2086,Family Games
2087,Family Games
2088,Family Games|Strategy Games
2090,Wargames
2093,Abstract Games
2094,Children's Games
2096,Abstract Games
2097,Wargames
2098,Customizable Games
2100,Family Games|Thematic Games
2101,Wargames
2105,Wargames
2106,Wargames
2107,Abstract Games
2108,Abstract Games
2114,Children's Games|Family Games
2119,Family Games|Thematic Games
2120,Customizable Games
2121,Strategy Games|Wargames
2122,Customizable Games
2123,Customizable Games
2125,Abstract Games
2127,Customizable Games
2128,Customizable Games
2129,Children's Games
2130,Customizable Games
2131,Customizable Games
2132,Customizable Games
2133,Customizable Games
2134,Customizable Games
2135,Customizable Games
2136,Children's Games|Family Games
2137,Customizable Games
2138,Wargames
2139,Customizable Games
2141,Abstract Games
2142,Abstract Games
2145,Abstract Games
2150,Wargames
2153,Wargames
2154,Wargames
2156,Party Games
2157,Wargames
2160,Wargames
2162,Wargames
2163,Thematic Games|Wargames
