id,name,year,expansion,minplayers,maxplayers,bestminnumplayers,bestmaxnumplayers,rminnumplayers,rmaxnumplayers,age,averageweight,minplaytime,maxplaytime,url
5195,The Farming Game,1979,0,2,6,3,4,2,6,10,1.69,120,120,5195/farming-game
5196,Noah's Ark,1999,0,2,4,4,4,2,4,5,1.0,10,10,5196/noahs-ark
5197,Helltank Destroyer,1982,0,2,2,0,0,0,0,12,2.0,60,60,5197/helltank-destroyer
5198,Stalin's Tanks: Armor Battles on the Russian Front,1980,0,2,2,2,2,1,2,12,2.2,60,60,5198/stalins-tanks-armor-battles-russian-front
5199,The Lords of Underearth,1981,0,1,3,0,0,0,0,12,2.25,60,60,5199/lords-underearth
5200,Helltank,1981,0,2,2,0,0,0,0,12,1.73,60,60,5200/helltank
5202,GIPF Project Set 1,1999,1,2,2,0,0,2,2,9,3.19,120,120,5202/gipf-project-set-1
5203,Annihilator / OneWorld,1980,0,2,2,2,2,2,2,10,1.67,60,60,5203/annihilator-oneworld
5204,Dimension Demons,1981,0,2,2,2,2,2,2,12,1.67,60,60,5204/dimension-demons
5205,G.E.V.,1978,0,2,2,2,2,1,2,12,2.3,75,75,5205/gev
5206,Ogre,1977,0,1,3,2,2,1,3,10,2.34,45,45,5206/ogre
5207,Sammy The White House Mouse,1977,0,2,4,0,0,0,0,4,1.0,20,20,5207/sammy-white-house-mouse
5208,Six Cubes,1989,0,2,6,2,6,2,6,10,1.0,30,30,5208/six-cubes
5217,Eleusis,1956,0,4,8,7,7,4,8,10,2.93,20,20,5217/eleusis
5222,Old Town,2000,0,1,4,2,2,1,4,10,2.26,45,45,5222/old-town
5226,Rocroi 1643,1996,0,2,2,2,2,1,2,12,2.8,180,180,5226/rocroi-1643
5228,"Glory: The Battles of First & Second Manassas and Chickamauga, 1861-63",1995,0,1,2,2,2,1,2,12,2.52,180,600,5228/glory-battles-first-second-manassas-and-chickamaug
5229,Dragon Kings,1991,0,2,4,2,2,2,2,12,2.0,60,60,5229/dragon-kings
5230,Dino Wars,1991,0,2,8,2,2,2,2,12,1.5,45,45,5230/dino-wars
5231,Orcwars,1988,0,2,4,3,4,1,4,12,2.25,120,150,5231/orcwars
5232,Gnip Gnop,1971,0,2,2,2,2,2,2,5,1.06,10,10,5232/gnip-gnop
5233,The Great Battles of Alexander,1991,0,2,2,2,2,1,2,12,3.43,240,240,5233/great-battles-alexander
5234,Sniggle!,1978,0,2,4,0,0,0,0,8,1.13,20,20,5234/sniggle
5235,Samurai Blades: The Game of Man-to-Man Combat in Feudal Japan,1984,0,2,6,2,2,2,2,14,2.33,240,240,5235/samurai-blades-game-man-man-combat-feudal-japan
5239,Omaha Beachhead: Battle for the Bocage,1987,0,2,2,1,2,1,2,12,2.86,120,300,5239/omaha-beachhead-battle-bocage
5241,"Sinai: The Arab-Israeli Wars – '56, '67 and '73",1973,0,2,3,2,2,1,2,12,2.78,120,120,5241/sinai-arab-israeli-wars-56-67-and-73
5242,The Game of Y,1953,0,2,2,2,2,2,2,10,3.06,20,20,5242/game-y
5243,Montage,1973,0,4,4,4,4,4,4,13,2.64,60,60,5243/montage
5246,Squares,1997,0,2,2,0,0,0,0,0,0.0,10,10,5246/squares
5247,Baseball 3010,2002,0,2,2,0,0,0,0,8,0.0,45,45,5247/baseball-3010
5251,Camelot,1930,0,2,2,2,2,2,2,8,2.35,15,15,5251/camelot
5255,Gorkamorka,1997,0,2,4,2,2,2,4,12,2.79,120,120,5255/gorkamorka
5257,Rommel & Tunisia,1978,0,2,2,2,2,1,2,12,3.67,120,120,5257/rommel-tunisia
5258,Star Trek: The Next Generation – Interactive VCR Board Game – A Klingon Challenge,1993,0,3,6,0,0,3,6,8,1.71,60,60,5258/star-trek-next-generation-interactive-vcr-board-ga
5260,Star Wars: Jedi Knights CCG,2001,0,2,4,2,2,2,2,12,2.0,20,20,5260/star-wars-jedi-knights-ccg
5263,Hex-Meister,1980,0,2,2,0,0,0,0,10,2.0,30,30,5263/hex-meister
5264,"Kanev: Parachutes Across the Dnepr, September 23-26, 1943",1981,0,2,2,2,2,1,2,12,2.81,120,360,5264/kanev-parachutes-across-dnepr-september-23-26-1943
5265,Commando,1979,0,2,20,2,2,1,6,12,3.47,120,120,5265/commando
5274,Triumphant Fox: Rommel's Finest Hour – The Gazala Battles May-June 1942,1994,0,2,2,0,0,0,0,0,3.67,180,180,5274/triumphant-fox-rommels-finest-hour-gazala-battles
5275,Piercing the Reich,1995,0,2,2,0,0,0,0,12,3.56,180,180,5275/piercing-reich
5276,Verdun: The Game of Attrition,1972,0,2,2,2,2,1,2,12,2.1,120,120,5276/verdun-game-attrition
5277,Overlord,1973,0,2,4,2,2,1,4,12,2.77,180,180,5277/overlord
5278,Bloody Kasserine,1992,0,2,2,2,2,1,2,12,2.33,120,120,5278/bloody-kasserine
5279,Sagunto: The Battle for Valencia,1993,0,2,2,2,2,2,2,12,3.91,240,240,5279/sagunto-battle-valencia
5281,Octiles,1984,0,2,4,2,2,2,2,8,1.9,60,60,5281/octiles
5287,Beyond Valor: ASL Module 1,1985,1,2,2,2,2,2,2,12,4.62,120,120,5287/beyond-valor-asl-module-1
5288,Paratrooper: ASL Module 2,1986,1,2,2,2,2,2,2,12,4.09,120,120,5288/paratrooper-asl-module-2
5289,Yanks: ASL Module 3,1987,1,2,2,2,2,2,2,12,4.45,120,120,5289/yanks-asl-module-3
5290,Partisan: ASL Module 4,1987,1,2,2,2,2,2,2,12,4.16,120,120,5290/partisan-asl-module-4
5291,Hedgerow Hell: ASL Deluxe Module 2,1987,1,2,2,0,0,0,0,12,4.3,120,120,5291/hedgerow-hell-asl-deluxe-module-2
5292,Streets of Fire: ASL Deluxe Module 1,1985,1,2,2,2,2,1,2,12,4.33,120,120,5292/streets-fire-asl-deluxe-module-1
5293,G.I. Anvil of Victory: A Squad Leader Gamette,1982,1,2,2,2,2,2,2,12,4.32,180,180,5293/gi-anvil-victory-squad-leader-gamette
5294,Fury in the West,1977,0,2,2,2,2,1,2,12,2.8,180,180,5294/fury-west
5295,Tactics (25th Anniversary Edition),1983,0,2,2,0,0,0,0,12,2.71,120,120,5295/tactics-25th-anniversary-edition
5296,Waterloo,1962,0,2,2,2,2,1,2,12,2.19,120,120,5296/waterloo
5297,World War I: 1914-1918,1975,0,2,2,2,2,1,2,12,2.41,180,180,5297/world-war-i-1914-1918
5304,Basketball Strategy,1974,0,2,2,2,2,1,2,12,2.13,30,30,5304/basketball-strategy
5306,Harry's Grand Slam Baseball Game,1962,0,2,4,2,2,2,2,8,1.12,20,20,5306/harrys-grand-slam-baseball-game
5308,Sahara,2002,0,2,2,2,2,2,2,6,1.38,10,10,5308/sahara
5312,Family Feud,1977,0,2,9,7,7,5,9,8,1.15,30,30,5312/family-feud
5313,Fighting Ships,1964,0,2,2,2,2,1,2,8,1.33,30,30,5313/fighting-ships
5316,"Warhammer Epic 40,000",1997,0,2,4,2,2,2,4,0,3.18,180,180,5316/warhammer-epic-40000
5318,Kaiju: Giant Monster Boardgame,2003,0,2,4,0,0,0,0,10,1.0,180,180,5318/kaiju-giant-monster-boardgame
5321,The Battle of the Little Big Horn,1962,0,2,2,0,0,0,0,8,1.1,45,45,5321/battle-little-big-horn
5333,Invasion: Norway,1995,0,2,2,2,2,2,2,12,3.57,360,360,5333/invasion-norway
5335,The Horse Soldiers: Forrest at Bay,1988,0,2,2,2,2,1,2,12,3.07,120,120,5335/horse-soldiers-forrest-bay
5336,Talisman (Third Edition),1994,0,2,8,4,4,2,6,9,2.09,120,120,5336/talisman-third-edition
5339,Monopoly Junior,1990,0,2,4,3,4,2,4,5,1.19,45,45,5339/monopoly-junior
5341,Chercles,1970,0,2,2,0,0,0,0,8,0.0,10,10,5341/chercles
5343,Hang on Harvey!,1969,0,2,2,2,2,2,2,6,1.2,10,10,5343/hang-harvey
5348,"Khe Sanh, 1968",2002,0,2,2,2,2,1,2,12,2.86,360,360,5348/khe-sanh-1968
5349,Kesselschlacht: Ukraine Spring 1944,1992,0,2,2,3,0,0,0,12,0.0,360,480,5349/kesselschlacht-ukraine-spring-1944
5350,Hegemon,2002,0,2,2,2,2,1,2,12,3.67,360,360,5350/hegemon
5351,"Lost Victory: Manstein At Kharkov, Winter 1943",1994,0,1,4,2,2,1,2,12,3.4,120,720,5351/lost-victory-manstein-kharkov-winter-1943
5354,Colorama,1996,0,1,6,3,3,2,5,3,1.0,20,20,5354/colorama
5356,Nimbali,2001,0,2,4,4,4,2,4,5,1.0,10,10,5356/nimbali
5357,Von Manstein's Backhand Blow,2002,0,1,2,2,2,1,2,12,3.18,120,120,5357/von-mansteins-backhand-blow
5359,Axis & Allies: The Arab Israeli Wars,2003,1,2,5,3,3,2,5,12,1.0,90,90,5359/axis-allies-arab-israeli-wars
5362,Pyramids and Mummies,1988,0,2,4,0,0,0,0,8,0.0,45,45,5362/pyramids-and-mummies
5363,Hungry Ant,1978,0,2,4,4,4,3,4,6,1.0,20,20,5363/hungry-ant
5364,Makruk,0,0,2,2,2,2,2,2,8,3.78,60,60,5364/makruk
5366,Batman Returns 3-D Board Game,1992,0,2,4,0,0,0,0,5,1.0,30,30,5366/batman-returns-3-d-board-game
5367,Chomp!,2000,0,2,5,5,5,3,5,6,1.05,20,20,5367/chomp
5369,Hordes of the Things,1991,0,2,6,2,2,2,2,12,2.49,45,45,5369/hordes-things
5371,Chubby Cheeks,1998,0,2,4,0,0,0,0,4,1.0,20,20,5371/chubby-cheeks
5372,Hanna Haselnuss,1997,0,2,4,4,4,2,4,4,1.0,20,20,5372/hanna-haselnuss
5375,Journeys of St. Paul,1968,0,0,0,0,0,0,0,8,1.0,30,30,5375/journeys-st-paul
5380,Lancelot,1985,0,2,5,2,2,2,4,10,2.0,45,45,5380/lancelot
5382,Oil War: American Intervention in the Persian Gulf,1975,0,2,2,2,2,1,2,12,2.34,120,120,5382/oil-war-american-intervention-persian-gulf
5383,MechWar '77: Tactical Armored Combat in the 1970's,1975,0,2,2,2,2,2,2,12,3.19,270,270,5383/mechwar-77-tactical-armored-combat-1970s
5393,Wheedle,2002,0,4,6,6,6,4,6,9,1.21,30,30,5393/wheedle
5394,"Kolin: Frederick's First Defeat – June 18, 1757",1994,0,1,2,2,2,1,2,12,3.95,360,360,5394/kolin-fredericks-first-defeat-june-18-1757
5397,Robo Force,1984,0,2,4,0,0,0,0,5,0.0,30,30,5397/robo-force
5398,Trade In,2003,0,2,6,0,0,0,0,0,0.0,90,90,5398/trade
5400,Changgi,0,0,2,2,2,2,2,2,8,3.33,60,60,5400/changgi
5404,Amun-Re,2003,0,3,5,5,5,4,5,12,3.04,90,90,5404/amun-re
5405,Carcassonne: Expansion 2 – Traders & Builders,2003,1,2,6,2,3,2,5,13,2.07,60,60,5405/carcassonne-expansion-2-traders-builders
5406,New England,2003,0,3,4,4,4,3,4,12,2.46,90,90,5406/new-england
5410,La Grande Guerre 14-18,1999,0,2,6,0,0,4,6,14,4.75,360,3600,5410/la-grande-guerre-14-18
5412,Tomb of Doom,1999,0,2,4,0,0,0,0,7,1.2,45,45,5412/tomb-doom
5419,Magna Grecia,2003,0,2,4,4,4,2,4,12,2.95,90,90,5419/magna-grecia
5432,Chutes and Ladders,-200,0,2,6,4,4,2,6,3,1.02,30,30,5432/chutes-and-ladders
5433,The Crocodile Hunter Game,1994,0,2,4,4,4,3,4,5,1.0,30,30,5433/crocodile-hunter-game
5437,Raid on Iran,1980,0,1,2,2,2,2,2,12,1.86,60,60,5437/raid-iran
5438,English Civil War,1978,0,2,2,2,2,2,2,12,2.0,120,120,5438/english-civil-war
5445,Rod Hockey,1932,0,2,4,2,2,2,2,0,1.47,20,20,5445/rod-hockey
5448,Mental Disorder,1999,0,2,8,6,6,4,8,12,0.0,60,60,5448/mental-disorder
5450,Surprise Attack!,1976,0,2,2,0,0,0,0,0,0.0,30,30,5450/surprise-attack
5451,Hanafuda,1701,0,2,7,2,2,2,3,8,1.69,60,60,5451/hanafuda
5452,"DAK: The Campaign in North Africa, 1940-1942",1997,0,2,2,0,0,0,0,16,4.04,360,360,5452/dak-campaign-north-africa-1940-1942
5453,Granada: The Fall of Moslem Spain,2003,0,2,2,0,0,0,0,12,2.16,120,120,5453/granada-fall-moslem-spain
5455,Tobruk: Tank Battles in North Africa 1942,1975,0,2,2,2,2,1,2,12,3.74,90,90,5455/tobruk-tank-battles-north-africa-1942
5456,Scrutineyes Junior,1992,0,2,6,0,0,0,0,7,0.0,30,30,5456/scrutineyes-junior
5457,Dread Pirate,2002,0,2,4,4,4,3,4,8,1.46,60,60,5457/dread-pirate
5462,Antipalos,1982,0,2,4,0,0,0,0,10,2.5,30,30,5462/antipalos
5463,Mind Maze,1970,0,2,2,2,2,2,2,8,1.4,10,10,5463/mind-maze
5466,Fatal Alliances,1992,1,2,5,2,4,1,5,12,3.75,360,360,5466/fatal-alliances
5468,Snap: The Interlocking Dragon-Making Game,2002,0,1,4,0,0,2,4,6,1.29,20,20,5468/snap-interlocking-dragon-making-game
5469,Temptation,1990,0,2,4,0,0,0,0,0,0.0,20,20,5469/temptation
5470,Down the Tubes,1982,0,2,6,6,6,2,6,8,1.67,10,10,5470/down-tubes
5475,After the Holocaust: The Nuclear Devastation of America – Recovery and Reunification,1977,0,3,5,3,4,2,4,12,4.03,180,180,5475/after-holocaust-nuclear-devastation-america-recove
5476,A Gleam of Bayonets: The Battle of Antietam,1983,0,2,6,0,0,0,0,12,3.71,420,4200,5476/gleam-bayonets-battle-antietam
5477,Kinesis,1991,0,2,2,0,0,2,2,10,0.0,20,20,5477/kinesis
5478,Crazy Circus,2002,0,1,10,4,4,2,6,8,1.49,20,20,5478/crazy-circus
5479,"Drive on Washington: The Battle of Monocacy Junction, July 9, 1864",1980,0,2,2,2,2,1,2,12,2.94,360,360,5479/drive-washington-battle-monocacy-junction-july-9-1
5480,Drive on Stalingrad: Battle for Southern Russia Game,1977,0,2,2,2,2,1,2,12,3.41,1200,1200,5480/drive-stalingrad-battle-southern-russia-game
5481,Vive l'Empereur,2003,0,2,2,0,0,0,0,12,2.5,120,120,5481/vive-lempereur
5482,Devil's Den,1980,0,2,2,2,2,1,2,12,3.36,360,360,5482/devils-den
5483,"Kursk: History's Greatest Tank Battle, July 1943",1980,0,1,2,2,2,1,2,12,3.81,360,360,5483/kursk-historys-greatest-tank-battle-july-1943
5484,King Arthur: The Battle of Stonehenge 536,1979,0,2,2,2,2,1,2,12,2.0,120,120,5484/king-arthur-battle-stonehenge-536
5485,Atlantic Wall: The Invasion of Europe June 1944,1978,0,2,2,0,0,1,2,12,4.0,360,360,5485/atlantic-wall-invasion-europe-june-1944
5488,TaskForce: Naval Tactics and Operations in the 1980's,1981,0,2,2,2,2,2,2,14,3.27,360,360,5488/taskforce-naval-tactics-and-operations-1980s
5498,Maltese,1977,0,2,4,0,0,0,0,0,0.0,30,30,5498/maltese
5502,Yu-Gi-Oh! Dungeon Dice Monsters,2002,0,2,2,2,2,2,2,8,2.25,30,30,5502/yu-gi-oh-dungeon-dice-monsters
5503,TimeTripper,1980,0,1,4,1,1,1,4,12,2.19,45,45,5503/timetripper
5504,Napoleon's Battles,1989,0,2,10,4,5,2,10,12,3.42,360,360,5504/napoleons-battles
5508,La Bataille de Mont Saint Jean,1993,1,2,2,3,0,0,0,12,0.0,360,360,5508/la-bataille-de-mont-saint-jean
5511,Southern Front: Race for the Turkish Straits,1984,0,2,2,0,0,2,2,12,3.39,360,360,5511/southern-front-race-turkish-straits
5512,Fighting Fantasy Battle Cards,1993,0,2,2,2,2,2,2,10,2.67,10,10,5512/fighting-fantasy-battle-cards
5513,ARES: Miniatures Wargaming System,2002,0,2,2,2,2,2,2,12,2.5,120,120,5513/ares-miniatures-wargaming-system
5522,UNO Rummy-Up,1993,0,2,4,4,4,2,4,7,1.44,60,60,5522/uno-rummy
5534,Light Speed,2003,0,2,5,4,4,2,4,10,1.17,10,10,5534/light-speed
5541,Barbarossa: The Russo-German War 1941-45,1969,0,2,2,2,2,1,2,14,2.5,360,360,5541/barbarossa-russo-german-war-1941-45
5542,Bamboozle,1962,0,2,2,0,0,0,0,0,0.0,30,30,5542/bamboozle
5546,Marbles,-3000,0,1,99,2,2,2,4,4,1.1,10,10,5546/marbles
5548,VII Legio,1982,0,3,6,4,6,1,6,12,3.2,60,60,5548/vii-legio
5553,Parity,2002,0,2,4,0,0,0,0,8,1.2,45,45,5553/parity
5558,The Outer Limits,1964,0,2,4,0,0,0,0,7,1.0,30,30,5558/outer-limits
5559,Sky Galleons of Mars,1988,0,2,6,2,2,2,6,10,2.26,120,120,5559/sky-galleons-mars
5561,Monkey Mission,2003,0,2,4,0,0,0,0,7,1.25,30,30,5561/monkey-mission
5562,Madcap Monkey Business,1989,0,2,4,0,0,0,0,6,0.0,30,30,5562/madcap-monkey-business
5563,The Flintstones Game,1971,0,2,4,0,0,0,0,6,1.0,30,30,5563/flintstones-game
5564,Oh What a Mountain!,1980,0,2,4,3,4,2,4,8,1.67,30,30,5564/oh-what-mountain
5565,Mickey Mouse Follow the Leader Game,1971,0,2,4,0,0,0,0,0,1.0,30,30,5565/mickey-mouse-follow-leader-game
5566,The Muppet Show Game,1977,0,2,4,0,0,0,0,7,1.0,30,30,5566/muppet-show-game
5569,Riesenflugzeugabteilungen,1996,1,1,2,0,0,0,0,0,3.2,60,60,5569/riesenflugzeugabteilungen
5571,Siege,1983,0,2,6,2,2,2,2,12,2.33,180,180,5571/siege
5573,Outremer,1987,0,2,6,2,2,2,2,12,2.63,180,180,5573/outremer
5576,Dungeoneer: Tomb of the Lich Lord,2003,0,2,4,4,4,2,4,12,2.19,60,60,5576/dungeoneer-tomb-lich-lord
5579,Viceroys: Expansion Set 1 – Columbus,1992,1,1,8,4,4,4,8,12,2.67,360,360,5579/viceroys-expansion-set-1-columbus
5588,Perfection,1973,0,1,99,1,1,1,2,4,1.05,6,6,5588/perfection
5590,Hallo Dachs!,1996,0,2,4,0,0,2,4,6,1.17,20,20,5590/hallo-dachs
5591,Clue Jr.: The Case of the Hidden Toys,1996,0,2,4,3,4,2,4,5,1.2,30,30,5591/clue-jr-case-hidden-toys
5607,Battle of the Bulge,1991,0,2,2,2,2,1,2,12,2.33,120,120,5607/battle-bulge
5611,Hannibal,1974,0,2,2,2,2,2,2,4,1.0,30,30,5611/hannibal
5614,Achtung: Spitfire!,1995,0,1,10,2,2,2,8,12,4.06,240,240,5614/achtung-spitfire
5615,James Bond 007: Goldfinger,1966,0,2,2,0,0,0,0,10,2.0,30,30,5615/james-bond-007-goldfinger
5616,James Bond Secret Agent 007 Game,1964,0,2,4,0,0,0,0,8,1.75,45,45,5616/james-bond-secret-agent-007-game
5617,Bionic Crisis,1975,0,2,4,2,4,2,4,8,1.0,45,45,5617/bionic-crisis
5620,Vietnam 1965-1975,1984,0,2,2,2,2,1,2,12,4.3,360,6000,5620/vietnam-1965-1975
5622,Pacific War: The Struggle Against Japan 1941-1945,1985,0,2,2,2,2,1,2,16,4.54,60,6000,5622/pacific-war-struggle-against-japan-1941-1945
5629,Charlie Brown's All Stars,1970,0,1,2,2,2,2,2,8,1.0,10,10,5629/charlie-browns-all-stars
5630,Eighth Air Force,1995,1,2,8,2,2,1,2,12,2.12,20,20,5630/eighth-air-force
5635,Second World War at Sea: Bomb Alley,2002,0,2,2,2,2,1,2,12,3.06,360,360,5635/second-world-war-sea-bomb-alley
5636,Tishai,1997,0,2,2,2,2,2,2,10,2.67,45,45,5636/tishai
5641,Nightmare,1991,0,3,6,4,4,3,6,12,1.79,60,60,5641/nightmare
5651,The Longest Day,1979,0,2,8,0,0,2,6,12,4.14,5400,5400,5651/longest-day
5652,Year of the Lord,1968,0,2,4,0,0,0,0,10,1.0,30,30,5652/year-lord
5656,France 1944: The Allied Crusade in Europe,1986,0,1,2,2,2,1,2,12,3.03,360,360,5656/france-1944-allied-crusade-europe
5659,Trivial Pursuit: Baby Boomer Card Set,1983,1,2,24,3,4,3,6,12,1.96,90,90,5659/trivial-pursuit-baby-boomer-card-set
5662,Word Mastermind,1972,0,2,2,0,0,0,0,12,1.67,10,10,5662/word-mastermind
5663,WFF 'N PROOF,1962,0,2,4,2,2,2,2,6,3.89,45,45,5663/wff-n-proof
5664,3 Or More,1980,0,2,4,0,0,2,4,7,1.4,30,30,5664/3-or-more
5668,Mini Mastermind,1972,0,2,2,2,2,2,2,8,1.87,10,10,5668/mini-mastermind
5669,Salvo!,1992,0,2,2,2,2,1,2,12,2.11,45,45,5669/salvo
5674,Pivot,1958,0,2,2,0,0,0,0,0,2.0,20,20,5674/pivot
5677,A Bridge Too Far: Arnhem,1976,0,2,2,2,2,1,2,12,2.3,90,90,5677/bridge-too-far-arnhem
5680,Lee vs. Grant: The Wilderness Campaign of 1864,1988,0,2,2,2,2,1,2,12,3.12,120,120,5680/lee-vs-grant-wilderness-campaign-1864
5684,18EU,2001,0,2,6,0,0,3,5,14,4.22,300,300,5684/18eu
5685,Space Hop,1973,0,2,4,0,0,2,4,0,1.5,30,30,5685/space-hop
5686,Stargrunt II,1996,0,2,4,2,2,2,2,12,2.96,120,120,5686/stargrunt-ii
5687,Dirtside II,1993,0,2,4,2,3,1,4,12,2.97,120,120,5687/dirtside-ii
5692,Flintloque,1995,0,2,2,0,0,0,0,0,2.44,120,120,5692/flintloque
5697,Reiner Knizia's Amazing Flea Circus,2003,0,2,6,4,4,3,5,6,1.06,10,10,5697/reiner-knizias-amazing-flea-circus
5698,The Emperor Returns,1986,0,1,3,3,3,2,3,12,3.13,240,240,5698/emperor-returns
5699,"Afrika: The Northern African Campaign, 1940-1942",1993,0,2,2,2,2,1,2,12,2.58,180,720,5699/afrika-northern-african-campaign-1940-1942
5700,"Air Bridge to Victory: Operation Market-Garden, 1944",1990,0,2,4,2,2,1,3,12,3.36,240,240,5700/air-bridge-victory-operation-market-garden-1944
5701,Dark Blades,1986,0,2,8,2,2,2,3,12,2.57,120,120,5701/dark-blades
5702,Second World War at Sea: Eastern Fleet,2001,0,2,2,2,2,2,2,12,2.73,120,120,5702/second-world-war-sea-eastern-fleet
5704,Capt'n Clever,2003,0,3,4,3,3,3,4,6,1.27,30,30,5704/captn-clever
5707,Cuckoo Zoo,2002,0,2,10,4,5,3,6,8,1.0,20,20,5707/cuckoo-zoo
5709,Touché,1979,0,2,6,2,2,2,4,8,1.4,30,30,5709/touche
5711,Squad Seven,2002,0,2,4,4,4,3,4,12,1.32,20,20,5711/squad-seven
5716,Balloon Cup,2003,0,2,2,2,2,2,2,8,1.46,30,30,5716/balloon-cup
5718,Cranium Cariboo,1998,0,2,4,2,2,1,4,4,1.05,20,20,5718/cranium-cariboo
5719,X from Outer Space,1985,0,2,4,0,0,0,0,8,1.0,30,30,5719/x-outer-space
5723,Shattered States,1990,0,2,6,4,4,4,5,0,2.29,120,120,5723/shattered-states
5724,The Great Patriotic War: Nazi Germany vs. the Soviet Union,1988,0,2,2,2,2,2,2,12,2.75,180,180,5724/great-patriotic-war-nazi-germany-vs-soviet-union
5725,The Journeys of Paul,1990,0,1,6,3,6,2,6,10,1.63,60,180,5725/journeys-paul
5727,Europe at War,1985,0,1,2,2,2,1,2,12,1.88,120,120,5727/europe-war
5728,Grand siècle,1993,0,2,10,5,5,5,5,12,4.13,360,360,5728/grand-siecle
5733,Star Wars Lightsaber Dueling,1988,0,2,2,2,2,2,2,12,2.0,20,20,5733/star-wars-lightsaber-dueling
5736,Ace of Aces: Balloon Buster,1985,0,2,2,0,0,2,2,10,2.08,20,20,5736/ace-aces-balloon-buster
5737,Domaine,2003,0,2,4,4,4,2,4,12,2.72,60,60,5737/domaine
5749,Simon,1978,0,1,4,0,0,1,4,7,1.25,30,30,5749/simon
5751,Operation Mercury,1992,0,2,2,1,2,1,2,12,3.53,360,360,5751/operation-mercury
5752,Black Sea Black Death,1982,0,2,4,2,2,1,2,12,3.91,360,360,5752/black-sea-black-death
5755,Guadalcanal,1966,0,2,2,2,2,1,2,12,2.45,360,360,5755/guadalcanal
5758,Monopoly: Pokémon,1995,0,2,6,3,4,2,5,8,1.97,120,120,5758/monopoly-pokemon
5766,The Wild Rumpus,1999,0,2,6,0,0,0,0,5,0.0,30,30,5766/wild-rumpus
5767,Mammoth Hunters,2003,0,3,5,4,4,3,5,10,2.35,90,90,5767/mammoth-hunters
5768,"Matanikau: Battles on the Matanikau River, Guadalcanal, 1942",1993,0,2,2,0,0,0,0,15,3.38,360,360,5768/matanikau-battles-matanikau-river-guadalcanal-1942
5769,"Edelweiss: The Struggle in the Caucasus, 1942",1989,0,2,2,2,2,1,2,12,4.45,360,360,5769/edelweiss-struggle-caucasus-1942
5770,Orchard,1986,0,2,8,3,4,2,4,3,1.04,10,10,5770/orchard
5771,"Frühling, Sommer, Herbst und Winter",1996,0,2,4,0,0,0,0,4,0.0,20,20,5771/fruhling-sommer-herbst-und-winter
5772,What's It to Ya?,2003,0,3,8,5,6,4,8,12,1.2,20,20,5772/whats-it-ya
5773,We the People: Expansion Card Set,1995,1,2,2,2,2,1,2,0,2.73,120,120,5773/we-people-expansion-card-set
5774,Mustangs: Expansion Module,1994,1,2,6,0,0,0,0,0,2.4,60,60,5774/mustangs-expansion-module
5775,Electronic Whac-a-Mole,1999,0,1,2,1,1,1,2,4,1.0,10,10,5775/electronic-whac-mole
5778,Chancellorsville (Second Edition),1974,0,2,2,2,2,2,2,12,2.44,90,90,5778/chancellorsville-second-edition
5779,D-Day,1991,0,2,2,2,2,1,2,12,2.36,60,60,5779/d-day
5781,"Edel, Stein & Reich",2003,0,3,5,4,4,3,5,9,2.08,60,60,5781/edel-stein-reich
5782,Coloretto,2003,0,2,5,4,4,2,5,8,1.28,30,30,5782/coloretto
5789,Bombs Away,1995,0,1,2,3,0,0,0,12,1.0,30,60,5789/bombs-away
5791,Maelstrom,2001,0,2,4,2,2,2,4,12,2.57,60,60,5791/maelstrom
5795,Richelieu,2003,0,2,2,2,2,2,2,12,1.91,45,45,5795/richelieu
5798,United Nations: A Game of World Domination in Our Time,1982,0,2,4,4,4,3,4,7,2.57,60,60,5798/united-nations-game-world-domination-our-time
5808,Apples to Apples: Expansion Set #1,1999,1,4,10,5,10,4,10,12,1.2,30,30,5808/apples-apples-expansion-set-1
5811,The Best of Dragon Magazine Games,1990,0,2,6,1,2,1,2,10,2.19,20,60,5811/best-dragon-magazine-games
5820,Cabinet Minister,1983,0,2,4,0,0,0,0,12,2.0,60,60,5820/cabinet-minister
5822,"Brute Force: The War in the West, 1940-1945",2003,0,2,6,5,5,2,5,12,3.36,360,360,5822/brute-force-war-west-1940-1945
5824,The Kids of Catan,2003,0,2,4,3,4,2,4,4,1.06,20,20,5824/kids-catan
5825,Paris Paris,2003,0,2,4,2,2,2,4,9,1.97,45,45,5825/paris-paris
5826,"Victory in the West: Plan Yellow, The French Campaign 1940",1993,0,2,2,2,2,1,2,14,3.52,360,360,5826/victory-west-plan-yellow-french-campaign-1940
5827,A Winter War,1992,0,2,2,2,2,1,2,12,3.52,360,360,5827/winter-war
5828,Aachen,1983,0,2,2,0,0,0,0,12,3.57,360,360,5828/aachen
5829,Balkan Front,1990,0,2,3,2,3,2,3,12,3.86,120,120,5829/balkan-front
5830,Bloody 110,1989,0,2,2,2,2,1,2,12,4.0,360,360,5830/bloody-110
5831,Britain Stands Alone,1994,0,2,2,2,2,1,2,12,3.21,360,360,5831/britain-stands-alone
5833,CAESAR: The Great Battles of Julius Caesar – The Civil Wars 48-45 B.C.,1994,0,2,2,2,2,1,2,12,3.57,360,360,5833/caesar-great-battles-julius-caesar-civil-wars-48-4
5834,Campaign to Stalingrad: Southern Russia 1942,1992,0,2,2,2,2,2,2,12,3.13,360,360,5834/campaign-stalingrad-southern-russia-1942
